LINHA;STATUS;NÚMERO PEDIDO;PEDIDO VINCULADO;ORIGEM;LOGIN OPERADORA;CLIENTE;CNPJ;Cidade;Estado;DDD;USUÁRIO PROPRIETÁRIO;USUÁRIO TAGS;USUÁRIO ADM;CONSULTOR ;EQUIPE;ETAPA;DATA CADASTRO;DATA ATUALIZAÇÃO;SOLICITAÇÃO;NEGOCIAÇÃO;NOTAS FISCAIS;REVISÃO;ITEM;TELEFONE;ETAPA ITEM;PORTABILIDADE;PRODUTO;Valor;Quantidade;Data Referencia;Origem;Data InstalaÃ§Ã£o;PerÃ­odo;Cidade InstalaÃ§Ã£o;Estado InstalaÃ§Ã£o;Rpon;InstÃ¢ncia;Tags
Móvel - Migração PP;Executados;1-871794539563;;42619350;DFP4059-001;COMERCIAL DE FRUTAS MCS LTDA;5,22E+13;BRASILIA;DF;61;PAULO CESAR ALMEIDA MENDES;;;PAULO CESAR;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;88988751672;Concluído;;SMCRPMASS6GB;41,99;1;12/01/2024;VIVO-CORP;;;;;;;#MIGRACAOPREPOS
Móvel - Migração;Executados;1-871935454323;;42637925;DFP4059-001;KWIRANT SERVICO DE ENGENHARIA LTDA;3,47E+13;ALTA FLORESTA DOESTE;RO;69;GLEICY STERFANNY PEREIRA ARAUJO;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;69999451818;Concluído;;SMCRPMASS15GB;56,99;1;16/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Movel Altas - Novo;Executados;1-871935454323;;42637925;DFP4059-001;KWIRANT SERVICO DE ENGENHARIA LTDA;3,47E+13;ALTA FLORESTA DOESTE;RO;69;GLEICY STERFANNY PEREIRA ARAUJO;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;69999615010;Concluído;;SMCRPMASS6GB;41,99;1;16/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel Altas - Totais;Executados;1-871935454323;;42637925;DFP4059-001;KWIRANT SERVICO DE ENGENHARIA LTDA;3,47E+13;ALTA FLORESTA DOESTE;RO;69;GLEICY STERFANNY PEREIRA ARAUJO;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;69999615010;Concluído;;SMCRPMASS6GB;41,99;1;16/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-871935454323;;42637925;DFP4059-001;KWIRANT SERVICO DE ENGENHARIA LTDA;3,47E+13;ALTA FLORESTA DOESTE;RO;69;GLEICY STERFANNY PEREIRA ARAUJO;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;69999190180;Concluído;;SMCRPMASS20GB;61,99;1;16/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-870998245443;;42504888;DFP4059-001;FLAVIO DE SOUSA SOBRINHO 47145030144;3,81E+13;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61986217602;Concluído;;SMCRPMASS10GB;44,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870998245443;;42504888;DFP4059-001;FLAVIO DE SOUSA SOBRINHO 47145030144;3,81E+13;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61984379105;Concluído;;SMCRPMASS40GB;81,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-870998245443;;42504888;DFP4059-001;FLAVIO DE SOUSA SOBRINHO 47145030144;3,81E+13;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61986016636;Concluído;;SMCRPMASS40GB;81,99;1;04/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Movel Altas - Portabilidade;Executados;1-871804870062;;42619698;DFP4059-001;AVANTINO ADMINISTRADORA DE BENS LTDA;4,58E+13;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;KAUAN;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: 1030311801/NF:2365592;;;61999867298;Concluído;29/01/2024;SMCRPMASS20GB;61,99;1;13/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-871804870062;;42619698;DFP4059-001;AVANTINO ADMINISTRADORA DE BENS LTDA;4,58E+13;BRASILIA;DF;61;KAUAN PEREIRA DA SILVA ARAUJO;;;KAUAN;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: 1030311801/NF:2365592;;;61999867298;Concluído;29/01/2024;SMCRPMASS20GB;61,99;1;13/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel - Migração;Executados;1-872574681590;;42588783;DFP4059-001;W. M. SOUZA;3,28E+13;BRASILIA;DF;61;Vanessa Oliveira de Queiroz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61986313578;Concluído;;SMCRPMASS30GB;71,99;1;23/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872574681590;;42588783;DFP4059-001;W. M. SOUZA;3,28E+13;BRASILIA;DF;61;Vanessa Oliveira de Queiroz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61986385828;Concluído;;SMCRPMASS30GB;71,99;1;23/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração PP;Executados;1-872574681590;;42588783;DFP4059-001;W. M. SOUZA;3,28E+13;BRASILIA;DF;61;Vanessa Oliveira de Queiroz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;61986318722;Concluído;;SMCRPMASS1GB;29,99;1;23/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872574681590;;42588783;DFP4059-001;W. M. SOUZA;3,28E+13;BRASILIA;DF;61;Vanessa Oliveira de Queiroz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61998507128;Concluído;;SMCRPMASS6GB;41,99;1;23/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração PP;Executados;1-872152857028;;42636424;DFP4059-001;RV COMERCIO DE CARNES E DERIVADOS LTDA;2,17E+13;CATALAO;GO;64;PAMARA ROSA LIMA;#SERTAO;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;34997395117;Concluído;;SMCRPMASS6GB;41,99;1;16/01/2024;VIVO-CORP;;;;;;;#MIGRACAOPREPOS
Móvel - Migração PP;Executados;1-872152857028;;42636424;DFP4059-001;RV COMERCIO DE CARNES E DERIVADOS LTDA;2,17E+13;CATALAO;GO;64;PAMARA ROSA LIMA;#SERTAO;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;34997395578;Concluído;;SMCRPMASS6GB;41,99;1;16/01/2024;VIVO-CORP;;;;;;;#MIGRACAOPREPOS
Móvel - Migração;Executados;1-871635377971;;42570019;DFP4059-001;OLIMPIO CONSTRUCOES EIRELI;2,51E+13;BRASILIA;DF;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;ELIAB;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61998867425;Concluído;;SMCRPMASS60GB;108,49;1;11/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-871635377971;;42570019;DFP4059-001;OLIMPIO CONSTRUCOES EIRELI;2,51E+13;BRASILIA;DF;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;ELIAB;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61984730421;Concluído;;SMCRPMASS1GB;29,99;1;11/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-871635377971;;42570019;DFP4059-001;OLIMPIO CONSTRUCOES EIRELI;2,51E+13;BRASILIA;DF;61;ELIAB NASCIMENTO DE SOUZA SOBREIRA;#posVendas;;ELIAB;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61982170421;Concluído;;SMCRPMASS1GB;29,99;1;11/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872579068118;;42757630;DFP4059-001;MEDICA PRODUTOS HOSPITALARES LTDA;2,28E+12;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61981537177;Concluído;;SMCRPMASS30GB;71,99;1;23/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração PP;Executados;1-872579068118;;42757630;DFP4059-001;MEDICA PRODUTOS HOSPITALARES LTDA;2,28E+12;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;61981537173;Concluído;;SMCRPMASS100GB;115,49;1;23/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-872579068118;;42757630;DFP4059-001;MEDICA PRODUTOS HOSPITALARES LTDA;2,28E+12;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61981537175;Concluído;;SMCRPMASS100GB;115,49;1;23/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-872579068118;;42757630;DFP4059-001;MEDICA PRODUTOS HOSPITALARES LTDA;2,28E+12;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61981537174;Concluído;;SMCRPMASS60GB;108,49;1;23/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Movel Altas - Novo;Executados;1-872579068118;;42757630;DFP4059-001;MEDICA PRODUTOS HOSPITALARES LTDA;2,28E+12;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;61998890177;Concluído;;SMCRPMASS6GB;41,99;1;23/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel Altas - Totais;Executados;1-872579068118;;42757630;DFP4059-001;MEDICA PRODUTOS HOSPITALARES LTDA;2,28E+12;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;61998890177;Concluído;;SMCRPMASS6GB;41,99;1;23/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Móvel - Migração;Executados;1-872579068118;;42757630;DFP4059-001;MEDICA PRODUTOS HOSPITALARES LTDA;2,28E+12;BRASILIA;DF;61;Ana Alice Mineiro de Souza;;;Andre;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61982562777;Concluído;;SMCRPMASS40GB;81,99;1;23/01/2024;VIVO-CORP;;;;;;;#MOVEL,#movelMigracao
Movel Altas - Novo;Executados;1-872925921879;;42799199;DFP4059-001;PIGNUS CORRETORA E ADMINISTRADORA DE SEGUROS LTDA;4,70E+13;BRASILIA;DF;61;PAULO CESAR ALMEIDA MENDES;;;PAULO CESAR;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: 1030457410/NF:2374300;;;61999039953;Concluído;;SMCRPMASS6GB;47,99;1;25/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-872925921879;;42799199;DFP4059-001;PIGNUS CORRETORA E ADMINISTRADORA DE SEGUROS LTDA;4,70E+13;BRASILIA;DF;61;PAULO CESAR ALMEIDA MENDES;;;PAULO CESAR;EQUIPE SAMAMBAIA;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: 1030457410/NF:2374300;;;61999039953;Concluído;;SMCRPMASS6GB;47,99;1;25/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel - Migração PP;Executados;1-871076274808;;;;LIDER INOX SERVICOS E COMERCIO DE INSTALACOES LTDA;4,27E+13;BRASILIA;DF;61;UsuÃ¡rio Master;#master;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;BASE;OV: /NF:;;;61999443132;Concluído;;SMCRPMASS6GB;41,99;1;04/01/2024;VIVO-CORP;;;;;;;
Móvel - Migração;Executados;1-872869990170;;42757111;DFP4059-001;CLINICA ODONTOLOGICA BLANC LTDA.;3,22E+12;BRASILIA;DF;61;Ludimila Souza Paz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61981001801;Concluído;;SMCRPMASS60GB;108,49;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872869990170;;42757111;DFP4059-001;CLINICA ODONTOLOGICA BLANC LTDA.;3,22E+12;BRASILIA;DF;61;Ludimila Souza Paz;;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61984027317;Concluído;;SMCRPMASS1GB;29,99;1;26/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61995126057;Concluído;;SMCRPMASS1GB;29,99;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61994560330;Concluído;;SMCRPMASS100GB;115,49;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61994259414;Concluído;;SMCRPMASS100GB;130,39;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61998708854;Concluído;;SMCRPMASS10GB;44,99;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração PP;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;61999277912;Concluído;;SMCRPMASS100GB;115,49;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61991252072;Concluído;;SMCRPMASS1GB;29,99;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61992219856;Concluído;;SMCRPMASS30GB;86,89;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61992980217;Concluído;;SMCRPMASS1GB;29,99;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61992018070;Concluído;;SMCRPMASS40GB;96,89;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração PP;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;NOVO;OV: /NF:;;;61999614850;Concluído;;SMCRPMASS100GB;115,49;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61991442163;Concluído;;SMCRPMASS1GB;29,99;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61992934983;Concluído;;SMCRPMASS1GB;29,99;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Móvel - Migração;Executados;1-872142797015;;42604660;DFP4059-001;ORSI E CALESTINI FARMACIA DE MANIPULACOES LTDA;7,14E+12;BRASILIA;DF;61;LUCAS DE ARAUJO TAVARES;#interno;;LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;NOVO;OV: /NF:;;;61998402873;Concluído;;SMCRPMASS3GB;34,99;1;17/01/2024;VIVO-CORP;;;;;;;#movelMigracao,#VALIDARMIGRACAO
Movel Altas - Novo;Executados;1-872044429989;;42655419;DFP4059-001;CENTRO DE ATIVIDADES VIP LTDA;2,61E+12;BRASILIA;DF;61;PEDRO LUCAS BARBOSA DA SILVA;#POSVENDAS;;PEDRO LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;61999421025;Concluído;;SMCRPMASS6GB;47,99;1;13/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-872044429989;;42655419;DFP4059-001;CENTRO DE ATIVIDADES VIP LTDA;2,61E+12;BRASILIA;DF;61;PEDRO LUCAS BARBOSA DA SILVA;#POSVENDAS;;PEDRO LUCAS;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;61999421025;Concluído;;SMCRPMASS6GB;47,99;1;13/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel - Migração;Executados;1-872326264515;;42565616;DFP4059-001;VIDA CASA AGENCIA IMOBILIARIA E CONSTRUTORA LTDA;4,49E+13;BRASILIA;DF;61;BIANCA ALVES DOS SANTOS;;;BIANCA ALVES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61984424041;Concluído;;SMCRPMASS100GB;115,49;1;19/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração PP;Executados;1-872326264515;;42565616;DFP4059-001;VIDA CASA AGENCIA IMOBILIARIA E CONSTRUTORA LTDA;4,49E+13;BRASILIA;DF;61;BIANCA ALVES DOS SANTOS;;;BIANCA ALVES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;BASE;OV: /NF:;;;61985838266;Concluído;;SMCRPMASS1GB;29,99;1;19/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872326264515;;42565616;DFP4059-001;VIDA CASA AGENCIA IMOBILIARIA E CONSTRUTORA LTDA;4,49E+13;BRASILIA;DF;61;BIANCA ALVES DOS SANTOS;;;BIANCA ALVES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61985810882;Concluído;;SMCRPMASS1GB;29,99;1;19/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872326264515;;42565616;DFP4059-001;VIDA CASA AGENCIA IMOBILIARIA E CONSTRUTORA LTDA;4,49E+13;BRASILIA;DF;61;BIANCA ALVES DOS SANTOS;;;BIANCA ALVES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61984104881;Concluído;;SMCRPMASS50GB;105,49;1;19/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração PP;Executados;1-872326264515;;42565616;DFP4059-001;VIDA CASA AGENCIA IMOBILIARIA E CONSTRUTORA LTDA;4,49E+13;BRASILIA;DF;61;BIANCA ALVES DOS SANTOS;;;BIANCA ALVES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PP;BASE;OV: /NF:;;;61985749553;Concluído;;SMCRPMASS1GB;29,99;1;19/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Móvel - Migração;Executados;1-872326264515;;42565616;DFP4059-001;VIDA CASA AGENCIA IMOBILIARIA E CONSTRUTORA LTDA;4,49E+13;BRASILIA;DF;61;BIANCA ALVES DOS SANTOS;;;BIANCA ALVES;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;MIGRACAO PADRAO;BASE;OV: /NF:;;;61998891554;Concluído;;SMCRPMASS6GB;41,99;1;19/01/2024;VIVO-CORP;;;;;;;#movelMigracao
Movel Altas - Novo;Executados;1-871045929811;;42565525;DFP4059-001;EDESIO MARTINS DE OLIVEIRA JUNIOR 02476654108;2,76E+13;AGUA FRIA DE GOIAS;GO;62;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;61996214150;Concluído;;SMCRPMASS6GB;47,99;1;04/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-871045929811;;42565525;DFP4059-001;EDESIO MARTINS DE OLIVEIRA JUNIOR 02476654108;2,76E+13;AGUA FRIA DE GOIAS;GO;62;VICTOR HUGO DA SILVA PINTO;#posVendas;;VICTOR HUGO;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;NOVO;NOVO;OV: /NF:;;;61996214150;Concluído;;SMCRPMASS6GB;47,99;1;04/01/2024;VIVO-CORP;;;;;;;#MOVEL
Movel Altas - Portabilidade;Executados;1-871003476570;;42564742;DFP4059-001;VM ENGENHARIA LTDA;3,32E+13;BRASILIA;DF;61;PAMARA ROSA LIMA;#SERTAO;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: 1030204806/NF:2360076;;;69999459787;Concluído;29/01/2024;SMCRPMASS20GB;61,99;1;04/01/2024;VIVO-CORP;;;;;;;#MOVEL
Móvel Altas - Totais;Executados;1-871003476570;;42564742;DFP4059-001;VM ENGENHARIA LTDA;3,32E+13;BRASILIA;DF;61;PAMARA ROSA LIMA;#SERTAO;;Andre;;Logistica concluÃ­da (VIVO-CORP);30/01/2024;30/01/2024 13:41;PORTADO;NOVO;OV: 1030204806/NF:2360076;;;69999459787;Concluído;29/01/2024;SMCRPMASS20GB;61,99;1;04/01/2024;VIVO-CORP;;;;;;;#MOVEL
